City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index
Sydney,March,2014,54,Low,70,127,7.26,126,73
Sydney,April,2014,63,Medium,63,135,6.9,72,71
Sydney,May,2014,78,Very High,33,76,8.6,64,70
Sydney,June,2014,46,Medium,49,81,9.34,83,99
Sydney,July,2014,65,Low,13,72,5.72,110,62
Sydney,August,2014,54,Very High,15,99,6.63,126,93
Sydney,September,2014,55,Low,11,74,8.5,61,86
Sydney,October,2014,49,Low,70,89,10.0,118,88
Sydney,November,2014,53,Very High,10,69,7.36,82,68
Sydney,December,2014,65,High,56,108,8.64,62,90
Sydney,January,2015,76,High,83,55,8.82,115,68
Sydney,February,2015,54,Low,20,125,5.46,101,78
Sydney,March,2015,84,Low,38,62,6.81,88,81
Sydney,April,2015,74,High,76,96,9.13,84,68
Sydney,May,2015,65,Medium,28,104,7.8,54,84
Sydney,June,2015,85,Low,35,53,6.33,54,75
Sydney,July,2015,55,Medium,11,103,6.67,94,72
Sydney,August,2015,85,Very High,83,81,9.01,77,89
Sydney,September,2015,84,Medium,66,45,9.95,115,81
Sydney,October,2015,66,Very High,33,62,7.62,112,95
Sydney,November,2015,74,High,53,127,7.42,58,83
Sydney,December,2015,72,High,79,46,8.86,108,67
Sydney,January,2016,52,Medium,47,46,10.0,89,88
Sydney,February,2016,72,Medium,20,140,7.26,73,85
Sydney,March,2016,77,Low,38,129,5.18,95,93
Sydney,April,2016,83,High,82,140,8.08,56,94
Sydney,May,2016,68,Medium,77,51,9.64,62,70
Sydney,June,2016,85,High,38,137,7.52,69,94
Sydney,July,2016,84,Medium,35,65,6.23,101,78
Sydney,August,2016,69,Very High,63,144,7.5,91,68
Sydney,September,2016,64,Low,42,120,7.53,89,73
Sydney,October,2016,84,Medium,18,37,8.23,67,69
Sydney,November,2016,75,High,41,80,8.65,103,85
Sydney,December,2016,82,Low,54,39,8.1,85,68
Sydney,January,2017,70,Low,84,150,8.78,76,88
Sydney,February,2017,54,High,51,31,10.0,116,79
Sydney,March,2017,78,Low,70,59,9.76,88,67
Sydney,April,2017,79,High,68,49,8.08,93,77
Sydney,May,2017,47,Medium,42,44,9.77,104,97
Sydney,June,2017,55,Very High,72,127,8.06,116,66
Sydney,July,2017,50,Very High,56,60,10.0,113,87
Sydney,August,2017,71,Low,23,140,6.8,85,76
Sydney,September,2017,85,Medium,63,115,8.68,95,65
Sydney,October,2017,45,Low,72,61,10.0,78,97
Sydney,November,2017,72,High,23,129,7.16,112,95
Sydney,December,2017,83,High,58,107,7.75,98,62
Sydney,January,2018,83,Low,22,103,5.11,80,83
Sydney,February,2018,82,High,63,134,7.06,55,82
Sydney,March,2018,73,Very High,83,140,8.4,101,100
Sydney,April,2018,72,High,13,57,7.42,53,100
Sydney,May,2018,66,Low,62,132,6.45,108,76
Sydney,June,2018,67,High,54,75,10.0,81,77
Sydney,July,2018,73,High,51,88,8.69,83,70
Sydney,August,2018,58,Medium,80,112,8.69,101,82
Sydney,September,2018,56,High,21,72,7.28,118,74
Sydney,October,2018,65,High,22,147,6.66,101,80
Sydney,November,2018,84,Medium,33,126,5.93,83,91
Sydney,December,2018,67,Medium,66,144,7.33,70,70
Sydney,January,2019,65,Low,34,104,6.76,114,95
Sydney,February,2019,63,High,78,52,9.88,59,72
Sydney,March,2019,50,Low,61,139,7.45,93,94
Sydney,April,2019,67,Medium,59,43,10.0,87,99
Sydney,May,2019,81,Very High,51,58,8.28,55,75
Sydney,June,2019,80,Low,45,33,8.72,78,75
Sydney,July,2019,59,Medium,37,48,7.29,81,61
Sydney,August,2019,84,Medium,66,83,8.63,122,72
Sydney,September,2019,71,Low,76,104,8.53,123,84
Sydney,October,2019,61,High,56,132,8.68,105,83
Sydney,November,2019,68,Very High,40,70,8.28,59,68
Sydney,December,2019,65,Very High,41,131,7.18,66,66
Sydney,January,2020,77,High,78,70,8.22,127,74
Sydney,February,2020,67,High,80,135,9.95,109,77
Sydney,March,2020,81,High,68,109,7.92,125,87
Sydney,April,2020,49,Very High,31,32,9.31,121,63
Sydney,May,2020,67,Medium,28,38,8.9,58,77
Sydney,June,2020,81,Medium,13,121,5.96,105,68
Sydney,July,2020,70,Low,67,69,9.32,88,81
Sydney,August,2020,59,Medium,75,82,8.52,119,97
Sydney,September,2020,65,Very High,16,121,7.03,125,67
Sydney,October,2020,49,High,77,82,10.0,74,75
Sydney,November,2020,83,High,32,136,5.11,113,67
Sydney,December,2020,66,Low,61,103,9.0,99,86
Sydney,January,2021,69,High,27,138,5.78,62,79
Sydney,February,2021,67,Low,65,142,7.01,61,71
Sydney,March,2021,61,Medium,39,74,9.71,60,81
Sydney,April,2021,73,High,77,62,8.21,127,63
Sydney,May,2021,80,Low,57,42,8.05,117,60
Sydney,June,2021,45,Medium,49,33,10.0,122,96
Sydney,July,2021,68,Very High,32,54,8.57,113,71
Sydney,August,2021,79,Low,54,42,10.0,69,98
Sydney,September,2021,68,Medium,66,120,9.24,72,92
Sydney,October,2021,54,High,66,33,10.0,118,67
Sydney,November,2021,64,Very High,23,74,8.07,125,93
Sydney,December,2021,55,Very High,73,54,10.0,128,81
Sydney,January,2022,74,Very High,80,136,7.93,107,67
Sydney,February,2022,80,Low,41,76,6.64,112,72
Sydney,March,2022,70,Low,17,147,7.09,111,97
Sydney,April,2022,51,High,21,114,7.49,117,96
Sydney,May,2022,81,High,76,80,9.78,75,78
Sydney,June,2022,65,Low,35,67,9.44,104,85
Sydney,July,2022,72,Medium,72,33,10.0,91,95
Sydney,August,2022,75,High,49,93,9.33,86,63
Sydney,September,2022,78,High,34,41,7.62,125,96
Sydney,October,2022,79,Low,50,124,5.79,53,63
Sydney,November,2022,64,Medium,55,98,6.98,105,92
Sydney,December,2022,78,High,75,77,9.66,55,73
Sydney,January,2023,51,Medium,33,144,6.07,90,64
Sydney,February,2023,58,Medium,83,111,9.7,55,84
Sydney,March,2023,58,Very High,24,148,5.63,80,81
Sydney,April,2023,56,Very High,39,77,9.59,101,62
Sydney,May,2023,54,Low,41,109,8.35,104,96
Sydney,June,2023,85,Medium,44,82,8.14,103,86
Sydney,July,2023,69,Medium,34,134,7.45,82,98
Sydney,August,2023,45,High,60,35,10.0,107,68
Sydney,September,2023,59,Low,24,44,7.29,112,64
Sydney,October,2023,56,Medium,31,150,7.28,100,78
Sydney,November,2023,79,Medium,82,63,8.48,65,85
Sydney,December,2023,57,Very High,81,138,8.76,66,93
Tokyo,January,2014,47,Medium,23,44,7.82,99,71
Tokyo,February,2014,50,High,18,60,7.83,97,88
Tokyo,March,2014,54,Medium,15,114,8.0,74,73
Tokyo,April,2014,65,Low,11,49,7.03,82,71
Tokyo,May,2014,67,Medium,17,80,6.71,87,92
Tokyo,June,2014,49,Low,34,72,8.92,106,61
Tokyo,July,2014,73,Low,41,107,7.4,121,70
Tokyo,August,2014,54,Medium,50,37,8.47,58,86
Tokyo,September,2014,78,Medium,31,122,7.76,97,62
Tokyo,October,2014,54,Very High,39,30,8.98,122,63
Tokyo,November,2014,69,High,25,139,5.32,130,62
Tokyo,December,2014,81,Medium,12,113,6.76,110,96
Tokyo,January,2015,69,Medium,59,87,9.78,80,91
Tokyo,February,2015,84,Medium,68,91,9.64,69,89
Tokyo,March,2015,79,Very High,38,48,7.55,72,84
Tokyo,April,2015,61,Very High,57,124,6.53,88,69
Tokyo,May,2015,47,Medium,79,139,8.15,101,68
Tokyo,June,2015,85,Medium,61,83,9.38,108,88
Tokyo,July,2015,73,Very High,69,76,8.56,101,68
Tokyo,August,2015,78,Low,37,121,5.79,74,99
Tokyo,September,2015,68,Very High,80,140,9.15,102,83
Tokyo,October,2015,64,Low,28,90,6.23,107,79
Tokyo,November,2015,84,Medium,35,57,7.25,70,84
Tokyo,December,2015,78,Medium,66,33,10.0,99,96
Tokyo,January,2016,56,Medium,82,128,8.01,101,96
Tokyo,February,2016,57,Low,50,89,7.75,66,91
Tokyo,March,2016,65,High,77,124,9.03,54,66
Tokyo,April,2016,49,Low,11,147,7.12,56,81
Tokyo,May,2016,50,Medium,55,55,10.0,77,79
Tokyo,June,2016,49,Medium,50,104,9.66,107,90
Tokyo,July,2016,66,High,47,68,7.34,121,70
Tokyo,August,2016,54,Low,25,98,8.65,102,70
Tokyo,September,2016,80,Medium,70,119,9.47,81,67
Tokyo,October,2016,54,Very High,22,126,5.36,98,90
Tokyo,November,2016,69,Medium,12,105,6.87,96,88
Tokyo,December,2016,82,Medium,67,144,5.9,112,96
Tokyo,January,2017,67,Very High,20,143,5.54,72,68
Tokyo,February,2017,84,Medium,60,147,5.89,75,100
Tokyo,March,2017,65,Medium,20,75,7.66,113,61
Tokyo,April,2017,84,Very High,63,51,8.58,82,72
Tokyo,May,2017,77,Medium,76,145,9.08,112,80
Tokyo,June,2017,55,Low,40,119,6.99,107,87
Tokyo,July,2017,66,Low,68,114,7.2,120,62
Tokyo,August,2017,53,Very High,11,124,6.59,88,84
Tokyo,September,2017,57,Very High,58,79,7.64,84,84
Tokyo,October,2017,66,Medium,75,139,9.72,104,86
Tokyo,November,2017,66,Low,54,122,7.02,74,91
Tokyo,December,2017,63,Medium,67,147,8.37,90,92
Tokyo,January,2018,52,Low,26,133,7.61,81,64
Tokyo,February,2018,56,Medium,29,103,8.32,61,64
Tokyo,March,2018,45,High,53,141,9.18,59,69
Tokyo,April,2018,82,High,68,110,9.18,63,99
Tokyo,May,2018,52,Low,27,55,9.67,60,71
Tokyo,June,2018,50,High,21,30,8.54,79,73
Tokyo,July,2018,48,High,59,71,9.88,74,90
Tokyo,August,2018,57,High,73,107,9.69,110,78
Tokyo,September,2018,82,Very High,17,86,5.55,50,65
Tokyo,October,2018,56,Very High,43,48,10.0,123,72
Tokyo,November,2018,52,High,19,54,7.18,91,74
Tokyo,December,2018,55,Medium,85,67,10.0,114,100
Tokyo,January,2019,63,Low,42,135,6.62,80,93
Tokyo,February,2019,45,High,42,66,9.77,58,63
Tokyo,March,2019,49,Medium,17,109,7.8,105,65
Tokyo,April,2019,73,Low,21,70,7.51,96,98
Tokyo,May,2019,49,Medium,50,87,8.36,111,83
Tokyo,June,2019,76,Medium,72,70,9.34,74,74
Tokyo,July,2019,82,Low,55,82,7.99,109,80
Tokyo,August,2019,70,Medium,69,87,7.88,99,86
Tokyo,September,2019,46,Very High,50,78,10.0,130,69
Tokyo,October,2019,70,Medium,65,131,8.83,72,69
Tokyo,November,2019,82,Very High,37,42,6.73,110,69
Tokyo,December,2019,62,Medium,12,93,6.44,88,95
Tokyo,January,2020,62,Low,72,107,9.55,105,87
Tokyo,February,2020,55,Medium,17,75,8.91,58,80
Tokyo,March,2020,75,High,28,60,7.73,113,73
Tokyo,April,2020,71,Medium,49,110,6.61,130,79
Tokyo,May,2020,84,Medium,25,106,5.25,86,81
Tokyo,June,2020,68,High,26,77,7.66,110,64
Tokyo,July,2020,46,Medium,63,61,9.05,91,74
Tokyo,August,2020,65,High,70,130,7.59,93,96
Tokyo,September,2020,66,High,26,71,8.48,123,74
Tokyo,October,2020,82,High,41,92,7.53,52,80
Tokyo,November,2020,77,Very High,59,126,6.48,91,65
Tokyo,December,2020,78,Medium,44,38,8.51,74,77
Tokyo,January,2021,54,Medium,17,90,6.5,50,80
Tokyo,February,2021,67,High,71,101,7.75,84,80
Tokyo,March,2021,76,Very High,78,55,10.0,74,98
Tokyo,April,2021,83,Low,17,124,6.86,117,92
Tokyo,May,2021,63,Low,58,84,9.35,51,79
Tokyo,June,2021,61,Low,47,33,7.98,103,65
Tokyo,July,2021,68,Medium,28,87,7.72,121,70
Tokyo,August,2021,83,Medium,50,43,9.96,108,77
Tokyo,September,2021,57,High,68,66,8.68,66,80
Tokyo,October,2021,46,Low,51,100,8.59,68,80
Tokyo,November,2021,69,Medium,65,112,7.76,72,80
Tokyo,December,2021,84,High,14,112,5.15,122,96
Tokyo,January,2022,47,Very High,17,122,7.48,66,91
Tokyo,February,2022,49,Very High,27,49,7.44,70,75
Tokyo,March,2022,50,High,55,73,7.98,93,64
Tokyo,April,2022,76,Medium,17,97,6.21,100,69
Tokyo,May,2022,80,High,36,87,6.28,83,74
Tokyo,June,2022,60,Low,81,33,9.44,78,90
Tokyo,July,2022,47,Low,39,49,10.0,67,92
Tokyo,August,2022,65,Medium,60,32,9.84,87,91
Tokyo,September,2022,46,High,63,100,7.84,75,97
Tokyo,October,2022,47,Low,84,92,8.63,60,97
Tokyo,November,2022,68,Medium,31,80,6.74,118,60
Tokyo,December,2022,85,High,46,64,8.18,115,84
Tokyo,January,2023,55,High,42,72,7.68,83,85
Tokyo,February,2023,52,High,67,33,10.0,115,85
Tokyo,March,2023,58,Low,15,79,8.19,76,72
Tokyo,April,2023,81,High,48,136,7.34,77,97
Tokyo,May,2023,64,Medium,16,112,6.86,122,76
Tokyo,June,2023,58,Medium,49,31,8.75,73,81
Tokyo,July,2023,58,Medium,59,122,7.66,100,98
Tokyo,August,2023,55,Very High,71,101,9.46,81,64
Tokyo,September,2023,84,Low,10,139,3.69,56,60
Tokyo,October,2023,62,Very High,48,86,7.98,122,70
Tokyo,November,2023,51,Low,37,112,6.78,104,83
Tokyo,December,2023,49,Medium,12,68,8.46,65,79
Toronto,January,2014,54,Medium,36,45,10.0,53,90
Toronto,February,2014,56,Low,21,122,5.92,124,95
Toronto,March,2014,62,Medium,82,91,8.29,69,73
Toronto,April,2014,49,Medium,58,33,8.8,105,89
Toronto,May,2014,71,Low,11,103,7.44,58,77
Toronto,June,2014,63,High,35,132,6.17,84,72
Toronto,July,2014,60,High,10,113,4.97,122,87
Toronto,August,2014,80,Very High,72,131,7.05,56,78
Toronto,September,2014,68,Low,57,88,9.44,119,70
Toronto,October,2014,68,High,57,122,7.95,68,80
Toronto,November,2014,85,Medium,32,104,6.36,109,82
Toronto,December,2014,63,Low,73,116,8.84,96,87
Toronto,January,2015,50,High,27,72,9.41,109,88
Toronto,February,2015,79,Very High,31,143,4.64,114,100
Toronto,March,2015,54,Medium,79,110,10.0,70,96
Toronto,April,2015,53,Very High,36,135,7.73,60,86
Toronto,May,2015,52,Very High,79,35,10.0,123,60
Toronto,June,2015,61,Very High,31,124,6.11,92,91
Toronto,July,2015,52,Medium,57,100,10.0,116,85
Toronto,August,2015,59,Medium,62,118,9.1,63,74
Toronto,September,2015,85,High,29,136,6.47,74,60
Toronto,October,2015,77,High,73,48,10.0,89,75
Toronto,November,2015,70,Medium,36,99,7.77,74,61
Toronto,December,2015,46,Low,25,56,7.56,59,64
Toronto,January,2016,61,Medium,25,84,8.82,101,60
Toronto,February,2016,83,Medium,59,77,7.46,104,99
Toronto,March,2016,82,Very High,85,35,10.0,54,91
Toronto,April,2016,65,Medium,42,119,7.27,99,94
Toronto,May,2016,51,Medium,85,109,10.0,112,61
Toronto,June,2016,69,Low,72,127,9.49,110,76
Toronto,July,2016,79,Low,41,122,7.82,130,66
Toronto,August,2016,74,Medium,53,60,9.01,110,62
Toronto,September,2016,65,Medium,67,57,9.93,62,60
Toronto,October,2016,53,Medium,13,149,5.97,58,92
Toronto,November,2016,56,Medium,82,79,10.0,118,63
Toronto,December,2016,61,Medium,76,92,8.39,107,78
Toronto,January,2017,55,Low,52,84,7.58,69,64
Toronto,February,2017,57,Medium,41,30,8.99,72,84
Toronto,March,2017,47,Medium,38,73,9.75,124,91
Toronto,April,2017,59,High,24,42,7.34,66,98
Toronto,May,2017,81,Low,73,76,9.85,105,61
Toronto,June,2017,78,Very High,57,111,7.85,103,90
Toronto,July,2017,47,Medium,81,119,9.22,58,65
Toronto,August,2017,61,Very High,55,90,8.27,81,68
Toronto,September,2017,52,Low,21,103,6.28,75,88
Toronto,October,2017,79,Medium,43,91,6.23,73,97
Toronto,November,2017,71,Low,15,59,6.4,88,68
Toronto,December,2017,70,Low,17,95,7.54,64,93
Toronto,January,2018,62,Medium,11,68,8.36,67,80
Toronto,February,2018,60,Very High,37,54,9.09,111,90
Toronto,March,2018,58,Low,59,100,9.02,119,64
Toronto,April,2018,54,High,75,48,10.0,58,90
Toronto,May,2018,77,Very High,19,102,5.4,130,86
Toronto,June,2018,85,Medium,38,135,5.56,57,87
Toronto,July,2018,47,Very High,60,33,9.41,97,85
Toronto,August,2018,73,High,38,125,8.05,111,99
Toronto,September,2018,77,Very High,30,60,7.99,86,91
Toronto,October,2018,49,Medium,13,83,6.09,60,69
Toronto,November,2018,47,Medium,60,65,9.58,93,79
Toronto,December,2018,79,High,49,139,8.16,115,91
Toronto,January,2019,69,High,85,118,9.15,127,98
Toronto,February,2019,81,Low,53,41,9.44,93,94
Toronto,March,2019,78,High,18,62,7.53,84,78
Toronto,April,2019,83,Medium,50,148,7.77,80,96
Toronto,May,2019,57,Medium,49,54,10.0,116,86
Toronto,June,2019,62,Medium,64,115,8.88,128,68
Toronto,July,2019,63,Low,56,121,8.06,91,73
Toronto,August,2019,74,Medium,32,45,8.83,87,100
Toronto,September,2019,60,Low,53,53,10.0,113,83
Toronto,October,2019,60,Medium,44,149,7.18,118,81
Toronto,November,2019,54,Medium,19,62,6.77,98,95
Toronto,December,2019,70,Low,34,133,7.9,113,89
Toronto,January,2020,80,Medium,45,95,7.7,75,77
Toronto,February,2020,48,Very High,72,106,8.14,105,84
Toronto,March,2020,65,Low,33,45,8.05,56,62
Toronto,April,2020,49,Medium,80,98,9.08,62,87
Toronto,May,2020,58,Low,82,37,9.33,93,99
Toronto,June,2020,62,Medium,40,59,7.72,127,96
Toronto,July,2020,62,Very High,55,137,6.81,52,95
Toronto,August,2020,82,Medium,38,51,8.96,99,73
Toronto,September,2020,79,High,30,41,8.22,128,77
Toronto,October,2020,76,Low,41,138,6.32,80,89
Toronto,November,2020,84,Low,32,147,4.98,63,60
Toronto,December,2020,60,High,65,104,9.8,99,88
Toronto,January,2021,58,Low,20,82,8.06,106,69
Toronto,February,2021,69,Very High,58,32,9.73,84,73
Toronto,March,2021,76,Medium,77,73,8.81,113,92
Toronto,April,2021,84,Medium,66,107,7.1,68,64
Toronto,May,2021,83,High,58,51,9.67,76,73
Toronto,June,2021,65,Medium,45,61,9.27,79,84
Toronto,July,2021,83,Very High,13,117,7.0,81,64
Toronto,August,2021,73,High,12,79,6.92,96,84
Toronto,September,2021,46,Medium,67,146,8.15,105,76
Toronto,October,2021,67,Low,56,146,8.8,111,70
Toronto,November,2021,55,Low,84,112,9.52,117,72
Toronto,December,2021,47,Very High,56,36,10.0,61,70
Toronto,January,2022,50,High,80,36,10.0,117,76
Toronto,February,2022,73,Low,28,139,5.96,73,74
Toronto,March,2022,71,Medium,76,38,9.35,61,99
Toronto,April,2022,48,Medium,32,66,8.66,104,70
Toronto,May,2022,60,Low,35,107,8.1,58,66
Toronto,June,2022,62,High,32,98,6.33,109,95
Toronto,July,2022,68,High,29,98,8.46,81,60
Toronto,August,2022,65,Very High,44,95,8.85,114,92
Toronto,September,2022,48,Medium,31,36,8.99,66,75
Toronto,October,2022,83,High,83,130,7.57,81,89
Toronto,November,2022,56,High,41,50,9.38,55,64
Toronto,December,2022,69,Low,46,88,8.1,112,85
Toronto,January,2023,80,Medium,61,143,7.26,116,82
Toronto,February,2023,83,Medium,61,126,6.68,102,70
Toronto,March,2023,77,Very High,26,133,4.68,59,98
Toronto,April,2023,68,High,24,107,7.99,98,84
Toronto,May,2023,64,Medium,50,92,7.34,52,73
Toronto,June,2023,72,High,28,87,8.32,67,79
Toronto,July,2023,70,Low,12,145,4.66,106,76
Toronto,August,2023,76,Medium,69,77,10.0,109,68
Toronto,September,2023,71,Very High,41,48,9.74,62,78
Toronto,October,2023,68,Low,69,146,7.46,105,64
Toronto,November,2023,83,Medium,75,100,8.44,111,64
Toronto,December,2023,67,Medium,49,148,7.01,51,66
Vienna,January,2014,54,High,81,64,9.02,115,73
Vienna,February,2014,85,Medium,13,87,5.94,128,89
Vienna,March,2014,67,High,46,77,6.94,116,97
Vienna,April,2014,52,Very High,72,85,10.0,54,95
Vienna,May,2014,81,Medium,29,149,6.72,92,88
Vienna,June,2014,85,Medium,28,127,7.27,61,99
Vienna,July,2014,69,Medium,38,35,7.38,51,68
Vienna,August,2014,57,Medium,34,83,8.89,69,87
Vienna,September,2014,80,Medium,36,30,9.91,70,62
Vienna,October,2014,61,High,18,58,7.63,71,91
Vienna,November,2014,52,Low,68,133,9.7,128,83
Vienna,December,2014,75,Very High,43,103,7.59,92,100
Vienna,January,2015,65,Medium,85,96,10.0,126,75
Vienna,February,2015,59,High,65,91,8.33,115,79
Vienna,March,2015,76,Very High,61,36,10.0,88,76
Vienna,April,2015,51,High,81,58,10.0,78,75
Vienna,May,2015,74,Very High,22,119,6.41,96,86
Vienna,June,2015,70,Medium,52,68,7.36,70,99
Vienna,July,2015,75,Very High,18,129,5.33,57,87
Vienna,August,2015,70,High,29,83,7.32,53,81
Vienna,September,2015,68,Low,40,92,8.86,112,85
Vienna,October,2015,82,Low,65,138,6.59,81,99
Vienna,November,2015,55,Medium,51,105,7.92,60,66
Vienna,December,2015,50,Low,11,49,8.08,113,65
Vienna,January,2016,54,Very High,10,90,6.01,67,78
Vienna,February,2016,68,High,55,115,8.08,55,70
Vienna,March,2016,64,Medium,14,104,5.31,55,99
Vienna,April,2016,45,High,34,131,6.4,100,91
Vienna,May,2016,51,Medium,47,108,9.2,59,99
Vienna,June,2016,63,Low,69,107,9.79,70,92
Vienna,July,2016,51,Medium,38,118,6.98,100,81
Vienna,August,2016,55,High,67,75,10.0,89,78
Vienna,September,2016,70,Medium,40,131,8.33,89,80
Vienna,October,2016,58,Low,29,120,5.99,60,63
Vienna,November,2016,82,Very High,28,43,9.29,66,69
Vienna,December,2016,49,Medium,52,118,7.71,80,90
Vienna,January,2017,72,Medium,80,123,8.84,76,90
Vienna,February,2017,47,Medium,60,54,9.45,56,62
Vienna,March,2017,61,Medium,73,89,9.78,100,80
Vienna,April,2017,73,Low,51,125,8.75,104,80
Vienna,May,2017,81,Very High,33,30,9.4,71,76
Vienna,June,2017,71,Low,52,48,7.62,67,75
Vienna,July,2017,77,High,45,146,5.68,73,86
Vienna,August,2017,47,High,56,121,7.94,128,83
Vienna,September,2017,66,Low,71,128,9.27,114,72
Vienna,October,2017,58,Low,74,65,10.0,117,97
Vienna,November,2017,84,Very High,35,85,7.99,55,89
Vienna,December,2017,82,Medium,78,126,8.01,86,81
Vienna,January,2018,46,Medium,18,90,8.53,103,89
Vienna,February,2018,83,Medium,50,136,7.06,107,76
Vienna,March,2018,64,Very High,14,134,5.15,124,76
Vienna,April,2018,70,Medium,77,59,8.42,107,75
Vienna,May,2018,70,Low,16,39,8.67,85,94
Vienna,June,2018,79,Very High,12,94,7.34,89,98
Vienna,July,2018,48,Medium,84,57,10.0,120,78
Vienna,August,2018,52,Very High,59,101,9.46,72,94
Vienna,September,2018,57,Low,64,40,9.54,81,90
Vienna,October,2018,46,Low,43,51,9.79,82,86
Vienna,November,2018,55,Very High,36,123,6.32,62,78
Vienna,December,2018,64,Very High,80,111,7.77,69,67
Vienna,January,2019,45,Very High,18,129,7.6,84,71
Vienna,February,2019,52,High,53,45,9.66,118,89
Vienna,March,2019,77,Low,45,130,5.64,61,82
Vienna,April,2019,56,Medium,34,99,9.03,52,99
Vienna,May,2019,50,Very High,30,48,8.27,116,94
Vienna,June,2019,57,Medium,54,33,9.31,99,87
Vienna,July,2019,51,High,61,57,8.77,129,100
Vienna,August,2019,75,High,18,125,5.15,113,95
Vienna,September,2019,74,Medium,57,55,10.0,54,88
Vienna,October,2019,57,Low,55,32,10.0,97,81
Vienna,November,2019,71,High,10,70,7.96,60,68
Vienna,December,2019,51,Medium,81,128,8.0,67,90
Vienna,January,2020,76,Medium,80,122,9.26,65,99
Vienna,February,2020,47,High,50,61,8.81,104,78
Vienna,March,2020,47,Very High,17,150,5.67,67,76
Vienna,April,2020,69,Very High,45,73,9.32,59,93
Vienna,May,2020,68,Low,49,124,6.84,52,61
Vienna,June,2020,63,Medium,21,141,5.04,117,98
Vienna,July,2020,83,Very High,56,44,7.66,83,81
Vienna,August,2020,65,Very High,33,103,6.45,60,74
Vienna,September,2020,48,Medium,80,126,9.36,60,95
Vienna,October,2020,81,Very High,79,68,10.0,88,66
Vienna,November,2020,70,High,15,69,8.38,103,65
Vienna,December,2020,66,Medium,16,47,6.43,125,60
Vienna,January,2021,51,Very High,15,90,8.2,101,94
Vienna,February,2021,51,Medium,85,150,9.05,81,65
Vienna,March,2021,66,Low,82,119,10.0,130,61
Vienna,April,2021,75,Low,26,51,8.48,115,75
Vienna,May,2021,71,Low,76,142,7.39,74,91
Vienna,June,2021,80,Low,65,57,9.4,99,72
Vienna,July,2021,78,Medium,27,81,8.54,102,97
Vienna,August,2021,63,Medium,25,120,6.47,127,91
Vienna,September,2021,45,Very High,61,105,8.06,82,68
Vienna,October,2021,81,Low,84,45,10.0,81,68
Vienna,November,2021,47,Low,41,125,6.37,59,85
Vienna,December,2021,53,Very High,45,44,9.55,76,67
Vienna,January,2022,45,Medium,53,56,9.49,68,67
Vienna,February,2022,68,Medium,62,78,9.36,85,88
Vienna,March,2022,57,Very High,28,56,7.96,74,75
Vienna,April,2022,76,Medium,45,85,6.47,50,87
Vienna,May,2022,74,Low,17,125,5.84,87,73
Vienna,June,2022,71,Low,46,48,8.1,72,87
Vienna,July,2022,45,Medium,77,38,10.0,94,79
Vienna,August,2022,59,Medium,45,137,7.22,99,77
Vienna,September,2022,55,Medium,66,145,6.99,80,91
Vienna,October,2022,69,Low,80,95,9.66,68,67
Vienna,November,2022,62,High,76,62,10.0,84,93
Vienna,December,2022,64,High,12,38,8.0,63,75
Vienna,January,2023,63,Medium,41,126,8.6,121,99
Vienna,February,2023,81,High,77,147,6.76,113,93
Vienna,March,2023,45,Low,12,71,8.52,120,86
Vienna,April,2023,81,Medium,71,54,8.39,89,87
Vienna,May,2023,61,High,44,105,6.93,101,98
Vienna,June,2023,81,Medium,22,78,6.81,75,75
Vienna,July,2023,65,Low,53,75,8.58,80,94
Vienna,August,2023,66,Medium,65,101,7.15,59,66
Vienna,September,2023,81,Very High,39,82,8.59,76,89
Vienna,October,2023,71,Medium,19,43,8.31,120,88
Vienna,November,2023,53,Low,37,57,8.36,54,76
Vienna,December,2023,45,Very High,62,45,10.0,125,88
Warsaw,January,2014,58,Low,40,108,6.56,82,98
Warsaw,February,2014,79,High,40,35,8.46,85,94
Warsaw,March,2014,55,High,10,148,6.82,77,86
Warsaw,April,2014,66,Low,74,104,8.09,123,77
Warsaw,May,2014,45,Medium,54,149,7.4,107,95
Warsaw,June,2014,55,Low,22,110,7.25,85,72
Warsaw,July,2014,56,High,39,124,6.04,72,72
Warsaw,August,2014,58,Low,47,88,7.06,107,74
Warsaw,September,2014,84,Low,25,122,7.28,76,83
Warsaw,October,2014,85,High,48,136,7.21,69,64
Warsaw,November,2014,55,Medium,10,51,7.35,118,71
Warsaw,December,2014,71,Low,30,57,6.65,103,66
Warsaw,January,2015,72,Low,31,64,8.44,121,93
Warsaw,February,2015,82,Very High,84,72,10.0,70,98
Warsaw,March,2015,79,High,37,87,7.14,128,88
Warsaw,April,2015,62,Medium,37,148,7.36,52,72
Warsaw,May,2015,70,Medium,78,89,10.0,124,67
Warsaw,June,2015,53,Very High,39,124,8.09,64,95
Warsaw,July,2015,75,Medium,84,121,9.4,67,63
Warsaw,August,2015,78,Low,39,132,5.46,56,92
Warsaw,September,2015,83,Medium,19,60,7.19,60,81
Warsaw,October,2015,78,Medium,43,63,7.62,67,71
Warsaw,November,2015,47,Medium,36,47,10.0,78,100
Warsaw,December,2015,50,Medium,66,39,10.0,119,65
Warsaw,January,2016,65,Medium,45,138,6.6,54,60
Warsaw,February,2016,46,High,13,140,7.27,53,65
