city,month,year,decibel_level,traffic_density,green_space_area,air_quality_index,happiness_score,cost_of_living_index,healthcare_index,date,period
San Francisco,February,2015,65,Medium,48.0,94.0,7.34,56,78.0,2015-02-01,2015-02
Montreal,February,2015,51,Low,13.0,114.0,7.26,119,65.0,2015-02-01,2015-02
Copenhagen,February,2015,49,Medium,72.0,81.0,9.9,50,90.0,2015-02-01,2015-02
Oslo,February,2015,70,Low,59.0,149.0,7.64,66,64.0,2015-02-01,2015-02
Berlin,February,2015,77,High,76.0,77.0,7.94,55,72.0,2015-02-01,2015-02
Zurich,February,2015,67,Medium,83.0,117.0,9.79,84,89.0,2015-02-01,2015-02
Auckland,February,2015,51,Low,19.0,140.0,7.48,119,65.0,2015-02-01,2015-02
Prague,February,2015,84,Medium,47.0,87.0,7.27,68,78.0,2015-02-01,2015-02
Toronto,February,2015,55,High,80.0,41.0,10.0,53,73.0,2015-02-01,2015-02
Warsaw,February,2015,47,Very High,84.0,92.0,9.96,130,92.0,2015-02-01,2015-02
Paris,February,2015,55,Medium,46.0,80.0,8.57,126,83.0,2015-02-01,2015-02
Sydney,February,2015,65,Very High,49.0,53.0,9.49,64,89.0,2015-02-01,2015-02
Vienna,February,2015,59,High,65.0,62.0,8.85,75,91.0,2015-02-01,2015-02
Helsinki,February,2015,50,Low,49.0,132.0,7.16,108,78.0,2015-02-01,2015-02
Rome,February,2015,85,Very High,36.0,77.0,8.83,123,61.0,2015-02-01,2015-02
Rome,February,2015,50,Low,66.0,78.0,10.0,128,60.0,2015-02-01,2015-02
Tokyo,February,2015,79,Low,27.0,75.0,7.86,80,94.0,2015-02-01,2015-02
New York,February,2015,47,Medium,35.0,74.0,7.95,92,86.0,2015-02-01,2015-02
Berlin,March,2015,72,High,36.0,129.0,8.02,76,87.0,2015-03-01,2015-03
San Francisco,March,2015,62,Low,65.0,76.0,9.77,78,79.0,2015-03-01,2015-03
Warsaw,March,2015,56,Low,22.0,34.0,9.71,60,76.0,2015-03-01,2015-03
Zurich,March,2015,48,Very High,31.0,81.0,8.3,103,60.0,2015-03-01,2015-03
Helsinki,March,2015,53,Low,70.0,127.0,8.37,122,83.0,2015-03-01,2015-03
Sydney,March,2015,77,Medium,56.0,124.0,7.26,233,88.0,2015-03-01,2015-03
Dublin,March,2015,49,Medium,82.0,105.0,9.03,122,93.0,2015-03-01,2015-03
Tokyo,March,2015,50,Low,42.0,150.0,8.49,70,68.0,2015-03-01,2015-03
Lisbon,March,2015,53,Low,29.0,52.0,7.97,65,100.0,2015-03-01,2015-03
Rome,March,2015,64,Low,83.0,59.0,10.0,83,95.0,2015-03-01,2015-03
Auckland,March,2015,74,Low,47.0,79.0,7.59,121,91.0,2015-03-01,2015-03
Toronto,March,2015,70,Low,37.0,54.0,8.58,77,78.0,2015-03-01,2015-03
New York,March,2015,52,Medium,64.0,89.0,8.86,122,68.0,2015-03-01,2015-03
Copenhagen,March,2015,50,Medium,21.0,139.0,7.96,87,71.0,2015-03-01,2015-03
Oslo,March,2015,50,Very High,44.0,67.0,7.53,124,73.0,2015-03-01,2015-03
Stockholm,March,2015,79,Medium,74.0,109.0,7.68,110,77.0,2015-03-01,2015-03
Paris,March,2015,64,Medium,62.0,83.0,9.32,53,78.0,2015-03-01,2015-03
Barcelona,March,2015,46,Low,24.0,114.0,7.82,58,62.0,2015-03-01,2015-03
Dublin,March,2015,54,Medium,55.0,143.0,6.24,89,78.0,2015-03-01,2015-03
London,March,2015,48,Medium,22.0,40.0,7.59,61,82.0,2015-03-01,2015-03
Prague,March,2015,49,High,69.0,130.0,8.52,98,78.0,2015-03-01,2015-03
Montreal,March,2015,73,Medium,67.0,144.0,8.89,118,97.0,2015-03-01,2015-03
Vienna,March,2015,82,Medium,80.0,67.0,9.91,50,71.0,2015-03-01,2015-03
Barcelona,April,2015,81,Low,17.0,67.0,8.04,126,80.0,2015-04-01,2015-04
Oslo,April,2015,62,Medium,48.0,46.0,9.9,89,86.0,2015-04-01,2015-04
Rome,April,2015,60,Very High,14.0,72.0,8.44,112,71.0,2015-04-01,2015-04
Zurich,April,2015,60,High,31.0,124.0,8.11,78,81.0,2015-04-01,2015-04
San Francisco,April,2015,67,Medium,85.0,131.0,7.86,110,74.0,2015-04-01,2015-04
Montreal,April,2015,52,Very High,43.0,47.0,9.04,95,74.0,2015-04-01,2015-04
Vienna,April,2015,52,High,85.0,117.0,8.47,100,67.0,2015-04-01,2015-04
Helsinki,April,2015,73,Low,50.0,117.0,6.7,55,63.0,2015-04-01,2015-04
New York,April,2015,74,Medium,57.0,50.0,10.0,76,75.0,2015-04-01,2015-04
Stockholm,April,2015,58,Low,27.0,104.0,7.85,50,98.0,2015-04-01,2015-04
Dublin,April,2015,48,Very High,81.0,30.0,10.0,91,86.0,2015-04-01,2015-04
Vienna,April,2015,70,High,74.0,147.0,7.25,112,90.0,2015-04-01,2015-04
Sydney,April,2015,73,Medium,48.0,119.0,6.07,66,90.0,2015-04-01,2015-04
Auckland,April,2015,55,Medium,84.0,147.0,7.47,115,71.0,2015-04-01,2015-04
Lisbon,April,2015,55,Very High,52.0,138.0,8.99,125,83.0,2015-04-01,2015-04
Copenhagen,April,2015,57,Medium,72.0,110.0,8.64,74,97.0,2015-04-01,2015-04
Tokyo,April,2015,64,Low,15.0,90.0,7.28,129,72.0,2015-04-01,2015-04
Toronto,April,2015,56,Low,64.0,34.0,10.0,127,75.0,2015-04-01,2015-04
Prague,April,2015,76,Medium,23.0,115.0,5.37,103,81.0,2015-04-01,2015-04
Melbourne,April,2015,85,Very High,76.0,86.0,10.0,99,75.0,2015-04-01,2015-04
London,April,2015,64,Medium,67.0,120.0,7.22,121,69.0,2015-04-01,2015-04
Berlin,April,2015,81,Medium,16.0,62.0,6.77,83,88.0,2015-04-01,2015-04
Warsaw,April,2015,77,Medium,43.0,74.0,7.29,68,86.0,2015-04-01,2015-04
Paris,April,2015,68,Medium,18.0,76.0,7.56,50,74.0,2015-04-01,2015-04
Oslo,May,2015,67,Low,42.0,126.0,6.48,72,85.0,2015-05-01,2015-05
Melbourne,May,2015,71,Medium,17.0,97.0,7.42,86,77.0,2015-05-01,2015-05
Lisbon,May,2015,73,High,74.0,64.0,9.9,127,92.0,2015-05-01,2015-05
San Francisco,May,2015,58,Low,71.0,73.0,8.6,79,66.0,2015-05-01,2015-05
Tokyo,May,2015,48,Medium,64.0,146.0,8.05,113,68.0,2015-05-01,2015-05
Toronto,May,2015,50,Very High,10.0,113.0,5.66,98,73.0,2015-05-01,2015-05
Helsinki,May,2015,74,Very High,61.0,58.0,8.95,94,94.0,2015-05-01,2015-05
Montreal,May,2015,75,Low,43.0,83.0,7.21,73,84.0,2015-05-01,2015-05
Copenhagen,May,2015,47,Medium,12.0,37.0,8.86,77,93.0,2015-05-01,2015-05
Barcelona,May,2015,72,Medium,85.0,146.0,7.78,56,84.0,2015-05-01,2015-05
Auckland,May,2015,81,Very High,15.0,83.0,6.2,83,80.0,2015-05-01,2015-05
Dublin,May,2015,45,High,45.0,98.0,9.96,92,96.0,2015-05-01,2015-05
Stockholm,May,2015,62,Very High,41.0,33.0,8.35,117,78.0,2015-05-01,2015-05
London,May,2015,52,Medium,45.0,145.0,6.25,68,66.0,2015-05-01,2015-05
Zurich,May,2015,61,Medium,50.0,135.0,6.45,66,93.0,2015-05-01,2015-05
New York,May,2015,71,High,52.0,74.0,9.59,81,81.0,2015-05-01,2015-05
Prague,May,2015,65,Medium,30.0,135.0,6.92,57,64.0,2015-05-01,2015-05
Zurich,May,2015,70,Medium,65.0,49.0,10.0,94,85.0,2015-05-01,2015-05
Rome,May,2015,71,Low,76.0,103.0,8.4,56,72.0,2015-05-01,2015-05
Vienna,May,2015,83,Very High,71.0,121.0,9.32,126,63.0,2015-05-01,2015-05
Warsaw,May,2015,74,High,24.0,149.0,4.67,82,91.0,2015-05-01,2015-05
Paris,May,2015,61,Low,66.0,77.0,9.47,76,80.0,2015-05-01,2015-05
Sydney,May,2015,70,Very High,23.0,126.0,7.62,54,78.0,2015-05-01,2015-05
Helsinki,June,2015,83,Very High,35.0,38.0,7.12,110,89.0,2015-06-01,2015-06
Montreal,June,2015,55,High,73.0,105.0,9.85,104,92.0,2015-06-01,2015-06
Oslo,June,2015,78,High,73.0,99.0,7.78,285,87.0,2015-06-01,2015-06
Tokyo,June,2015,49,High,37.0,142.0,6.1,126,91.0,2015-06-01,2015-06
Lisbon,June,2015,74,Medium,69.0,119.0,8.43,61,65.0,2015-06-01,2015-06
New York,June,2015,83,Low,49.0,80.0,7.72,127,76.0,2015-06-01,2015-06
Copenhagen,June,2015,84,Medium,28.0,32.0,7.38,66,100.0,2015-06-01,2015-06
Barcelona,June,2015,74,Medium,38.0,120.0,5.8,121,86.0,2015-06-01,2015-06
Vienna,June,2015,80,High,60.0,130.0,7.08,86,74.0,2015-06-01,2015-06
Auckland,June,2015,49,Medium,68.0,102.0,10.0,114,82.0,2015-06-01,2015-06
Sydney,June,2015,54,Low,59.0,148.0,7.66,126,79.0,2015-06-01,2015-06
Prague,June,2015,85,High,47.0,110.0,7.21,92,69.0,2015-06-01,2015-06
San Francisco,June,2015,47,Low,68.0,60.0,9.01,59,68.0,2015-06-01,2015-06
London,June,2015,73,Low,56.0,104.0,7.49,112,96.0,2015-06-01,2015-06
Zurich,June,2015,48,Low,58.0,54.0,10.0,72,77.0,2015-06-01,2015-06
Melbourne,June,2015,75,Low,38.0,118.0,5.81,84,74.0,2015-06-01,2015-06
Berlin,June,2015,79,High,30.0,47.0,6.42,68,83.0,2015-06-01,2015-06
Toronto,June,2015,49,Low,75.0,91.0,9.61,113,99.0,2015-06-01,2015-06
Stockholm,June,2015,53,Medium,56.0,132.0,8.94,80,63.0,2015-06-01,2015-06
Paris,June,2015,48,Medium,50.0,147.0,8.92,108,65.0,2015-06-01,2015-06
Warsaw,June,2015,75,High,51.0,69.0,8.94,50,91.0,2015-06-01,2015-06
Dublin,June,2015,46,Very High,52.0,110.0,9.52,53,100.0,2015-06-01,2015-06
Copenhagen,July,2015,59,Low,23.0,106.0,8.46,75,85.0,2015-07-01,2015-07
Vienna,July,2015,46,Medium,55.0,32.0,10.0,82,78.0,2015-07-01,2015-07
Sydney,July,2015,59,Low,22.0,117.0,5.76,81,97.0,2015-07-01,2015-07
Lisbon,July,2015,57,High,20.0,150.0,5.12,66,84.0,2015-07-01,2015-07
Melbourne,July,2015,61,Medium,28.0,122.0,7.59,84,93.0,2015-07-01,2015-07
Warsaw,July,2015,63,High,65.0,54.0,8.56,95,65.0,2015-07-01,2015-07
Tokyo,July,2015,79,Low,47.0,85.0,7.61,76,91.0,2015-07-01,2015-07
Barcelona,July,2015,62,High,21.0,136.0,7.05,127,64.0,2015-07-01,2015-07
Rome,July,2015,58,Very High,54.0,127.0,7.03,103,72.0,2015-07-01,2015-07
Oslo,July,2015,71,Medium,18.0,65.0,6.09,101,61.0,2015-07-01,2015-07
San Francisco,July,2015,62,High,78.0,36.0,10.0,56,69.0,2015-07-01,2015-07
Prague,July,2015,71,Low,76.0,112.0,8.99,113,78.0,2015-07-01,2015-07
Stockholm,July,2015,53,Medium,50.0,43.0,8.21,107,79.0,2015-07-01,2015-07
Berlin,July,2015,67,Low,80.0,69.0,10.0,115,71.0,2015-07-01,2015-07
Dublin,July,2015,83,Very High,76.0,150.0,8.97,62,97.0,2015-07-01,2015-07
Zurich,July,2015,80,Medium,81.0,89.0,9.47,62,94.0,2015-07-01,2015-07
Toronto,July,2015,61,High,28.0,53.0,9.34,129,80.0,2015-07-01,2015-07
New York,July,2015,66,Very High,81.0,58.0,9.26,66,90.0,2015-07-01,2015-07
Paris,July,2015,52,Medium,61.0,84.0,9.58,74,98.0,2015-07-01,2015-07
Montreal,July,2015,52,High,16.0,105.0,6.76,61,87.0,2015-07-01,2015-07
Auckland,July,2015,51,High,47.0,134.0,6.76,67,66.0,2015-07-01,2015-07
London,July,2015,57,Low,29.0,149.0,7.92,91,65.0,2015-07-01,2015-07
Helsinki,July,2015,72,Medium,58.0,133.0,8.05,77,61.0,2015-07-01,2015-07
Vienna,August,2015,77,Low,17.0,64.0,5.94,63,61.0,2015-08-01,2015-08
Paris,August,2015,75,Very High,33.0,125.0,7.49,61,75.0,2015-08-01,2015-08
Montreal,August,2015,67,Low,80.0,72.0,10.0,108,85.0,2015-08-01,2015-08
Zurich,August,2015,60,Low,59.0,67.0,8.55,122,61.0,2015-08-01,2015-08
San Francisco,August,2015,53,Medium,30.0,77.0,8.88,115,62.0,2015-08-01,2015-08
Lisbon,August,2015,61,Low,32.0,63.0,8.26,95,82.0,2015-08-01,2015-08
Stockholm,August,2015,55,Low,72.0,82.0,10.0,108,82.0,2015-08-01,2015-08
Tokyo,August,2015,80,High,33.0,114.0,8.05,115,84.0,2015-08-01,2015-08
Oslo,August,2015,56,Low,35.0,65.0,8.75,53,85.0,2015-08-01,2015-08
New York,August,2015,45,High,44.0,50.0,8.26,123,63.0,2015-08-01,2015-08
Rome,August,2015,51,High,58.0,121.0,8.14,69,83.0,2015-08-01,2015-08
Dublin,August,2015,84,Very High,17.0,86.0,5.82,58,63.0,2015-08-01,2015-08
Prague,August,2015,54,Very High,41.0,98.0,8.36,59,76.0,2015-08-01,2015-08
Auckland,August,2015,48,Medium,74.0,145.0,9.43,104,80.0,2015-08-01,2015-08
Barcelona,August,2015,52,Medium,11.0,54.0,7.49,111,98.0,2015-08-01,2015-08
Berlin,August,2015,49,High,80.0,100.0,9.3,75,91.0,2015-08-01,2015-08
London,August,2015,46,Medium,42.0,65.0,8.29,71,75.0,2015-08-01,2015-08
Helsinki,August,2015,78,Low,48.0,87.0,9.04,83,63.0,2015-08-01,2015-08
Warsaw,August,2015,45,High,25.0,76.0,8.52,95,68.0,2015-08-01,2015-08
Sydney,August,2015,59,Low,15.0,131.0,6.34,126,83.0,2015-08-01,2015-08
Toronto,August,2015,45,High,36.0,78.0,9.12,126,73.0,2015-08-01,2015-08
Copenhagen,August,2015,54,High,85.0,38.0,10.0,71,95.0,2015-08-01,2015-08
New York,September,2015,68,Medium,34.0,120.0,5.45,124,68.0,2015-09-01,2015-09
Vienna,September,2015,59,Medium,71.0,62.0,10.0,59,91.0,2015-09-01,2015-09
Rome,September,2015,67,Very High,25.0,68.0,7.29,104,86.0,2015-09-01,2015-09
Zurich,September,2015,76,Medium,78.0,139.0,8.43,99,75.0,2015-09-01,2015-09
Warsaw,September,2015,78,Medium,74.0,95.0,8.39,51,90.0,2015-09-01,2015-09
Melbourne,September,2015,57,Very High,80.0,89.0,10.0,89,87.0,2015-09-01,2015-09
Toronto,September,2015,47,High,59.0,48.0,10.0,61,66.0,2015-09-01,2015-09
Montreal,September,2015,84,High,59.0,122.0,7.23,84,79.0,2015-09-01,2015-09
Copenhagen,September,2015,45,High,47.0,92.0,8.56,61,97.0,2015-09-01,2015-09
Barcelona,September,2015,74,Medium,49.0,95.0,7.45,110,80.0,2015-09-01,2015-09
Berlin,September,2015,82,Medium,72.0,108.0,7.27,122,80.0,2015-09-01,2015-09
San Francisco,September,2015,59,Low,54.0,74.0,10.0,89,76.0,2015-09-01,2015-09
Paris,September,2015,83,Low,37.0,134.0,7.8,77,68.0,2015-09-01,2015-09
Oslo,September,2015,48,High,74.0,37.0,10.0,75,88.0,2015-09-01,2015-09
Auckland,September,2015,54,High,11.0,150.0,4.45,97,69.0,2015-09-01,2015-09
Helsinki,September,2015,72,Low,70.0,130.0,9.22,123,60.0,2015-09-01,2015-09
London,September,2015,84,Medium,20.0,34.0,7.51,123,84.0,2015-09-01,2015-09
Dublin,September,2015,84,High,11.0,89.0,5.62,93,61.0,2015-09-01,2015-09
Stockholm,September,2015,76,High,72.0,53.0,10.0,56,86.0,2015-09-01,2015-09
Tokyo,September,2015,62,Medium,71.0,124.0,7.69,79,89.0,2015-09-01,2015-09
Sydney,September,2015,70,Medium,74.0,149.0,7.88,66,96.0,2015-09-01,2015-09
Lisbon,September,2015,72,Low,29.0,56.0,8.61,86,92.0,2015-09-01,2015-09
Prague,September,2015,80,Medium,78.0,43.0,10.0,113,96.0,2015-09-01,2015-09
London,October,2015,66,Medium,75.0,130.0,7.76,94,95.0,2015-10-01,2015-10
Warsaw,October,2015,54,High,77.0,123.0,8.73,70,75.0,2015-10-01,2015-10
San Francisco,October,2015,70,Low,50.0,45.0,7.89,79,92.0,2015-10-01,2015-10
Toronto,October,2015,50,Very High,59.0,33.0,10.0,114,87.0,2015-10-01,2015-10
Berlin,October,2015,75,High,56.0,123.0,6.56,95,91.0,2015-10-01,2015-10
Stockholm,October,2015,50,Medium,55.0,120.0,7.33,53,95.0,2015-10-01,2015-10
Sydney,October,2015,58,Very High,46.0,35.0,8.86,70,74.0,2015-10-01,2015-10
Paris,October,2015,74,Low,40.0,134.0,6.62,125,76.0,2015-10-01,2015-10
Prague,October,2015,72,Low,13.0,132.0,5.33,73,74.0,2015-10-01,2015-10
Barcelona,October,2015,57,Low,84.0,83.0,10.0,98,75.0,2015-10-01,2015-10
New York,October,2015,67,High,38.0,135.0,6.49,64,89.0,2015-10-01,2015-10
Lisbon,October,2015,53,Low,24.0,110.0,8.37,91,84.0,2015-10-01,2015-10
Dublin,October,2015,61,Medium,34.0,46.0,7.52,111,88.0,2015-10-01,2015-10
Montreal,October,2015,62,Medium,84.0,135.0,8.5,273,74.0,2015-10-01,2015-10
Oslo,October,2015,52,Low,11.0,147.0,6.73,113,97.0,2015-10-01,2015-10
Helsinki,October,2015,54,Medium,47.0,144.0,8.17,90,86.0,2015-10-01,2015-10
Copenhagen,October,2015,84,High,76.0,60.0,8.08,126,91.0,2015-10-01,2015-10
Melbourne,October,2015,80,Very High,42.0,126.0,7.14,123,93.0,2015-10-01,2015-10
Melbourne,October,2015,60,High,55.0,90.0,8.58,93,75.0,2015-10-01,2015-10
Auckland,October,2015,67,Very High,55.0,61.0,8.18,102,69.0,2015-10-01,2015-10
Tokyo,October,2015,50,Medium,64.0,105.0,8.5,90,89.0,2015-10-01,2015-10
Rome,October,2015,76,Medium,80.0,107.0,9.33,113,83.0,2015-10-01,2015-10
Copenhagen,November,2015,79,Medium,77.0,109.0,7.61,109,73.0,2015-11-01,2015-11
Barcelona,November,2015,55,High,72.0,123.0,10.0,119,94.0,2015-11-01,2015-11
Montreal,November,2015,83,Low,60.0,126.0,6.11,104,64.0,2015-11-01,2015-11
Prague,November,2015,70,Very High,41.0,136.0,6.64,99,86.0,2015-11-01,2015-11
Zurich,November,2015,52,Low,16.0,110.0,6.37,119,80.0,2015-11-01,2015-11
Stockholm,November,2015,84,Very High,65.0,146.0,6.59,125,98.0,2015-11-01,2015-11
Toronto,November,2015,61,High,50.0,54.0,7.71,105,61.0,2015-11-01,2015-11
Sydney,November,2015,78,Medium,25.0,123.0,6.87,100,79.0,2015-11-01,2015-11
San Francisco,November,2015,79,High,27.0,39.0,8.77,105,80.0,2015-11-01,2015-11
Helsinki,November,2015,57,Very High,84.0,57.0,10.0,119,98.0,2015-11-01,2015-11
Warsaw,November,2015,52,Medium,52.0,131.0,8.32,87,94.0,2015-11-01,2015-11
Oslo,November,2015,84,High,29.0,150.0,6.08,56,76.0,2015-11-01,2015-11
Auckland,November,2015,60,Low,52.0,82.0,7.81,63,62.0,2015-11-01,2015-11
Rome,November,2015,61,High,55.0,87.0,8.53,53,75.0,2015-11-01,2015-11
Lisbon,November,2015,56,Medium,70.0,112.0,7.45,89,94.0,2015-11-01,2015-11
Melbourne,November,2015,71,High,39.0,35.0,7.64,59,95.0,2015-11-01,2015-11
New York,November,2015,50,Medium,70.0,101.0,8.86,128,64.0,2015-11-01,2015-11
Paris,November,2015,46,Low,28.0,60.0,8.89,82,60.0,2015-11-01,2015-11
Vienna,November,2015,75,Low,17.0,138.0,5.48,213,80.0,2015-11-01,2015-11
Berlin,November,2015,49,Very High,43.0,110.0,8.86,114,97.0,2015-11-01,2015-11
London,November,2015,51,High,75.0,32.0,10.0,72,69.0,2015-11-01,2015-11
Berlin,November,2015,49,Low,18.0,104.0,6.51,114,79.0,2015-11-01,2015-11
Tokyo,November,2015,64,Very High,71.0,122.0,8.02,123,85.0,2015-11-01,2015-11
Melbourne,December,2015,73,Low,62.0,65.0,7.77,61,75.0,2015-12-01,2015-12
Montreal,December,2015,71,Very High,30.0,141.0,5.78,77,86.0,2015-12-01,2015-12
Oslo,December,2015,73,High,11.0,39.0,8.74,93,67.0,2015-12-01,2015-12
Warsaw,December,2015,67,High,34.0,55.0,7.53,113,85.0,2015-12-01,2015-12
Prague,December,2015,85,Low,57.0,32.0,9.29,50,97.0,2015-12-01,2015-12
Zurich,December,2015,55,Medium,46.0,69.0,8.34,114,60.0,2015-12-01,2015-12
Dublin,December,2015,85,Low,16.0,55.0,8.44,58,90.0,2015-12-01,2015-12
Rome,December,2015,83,Medium,71.0,75.0,8.76,75,64.0,2015-12-01,2015-12
London,December,2015,74,High,19.0,110.0,5.01,92,66.0,2015-12-01,2015-12
Paris,December,2015,78,Medium,48.0,39.0,8.26,286,90.0,2015-12-01,2015-12
Helsinki,December,2015,52,Medium,47.0,144.0,7.69,108,82.0,2015-12-01,2015-12
Toronto,December,2015,57,High,12.0,89.0,6.5,116,64.0,2015-12-01,2015-12
Berlin,December,2015,82,Medium,29.0,58.0,7.23,87,92.0,2015-12-01,2015-12
Barcelona,December,2015,49,Low,10.0,137.0,6.54,51,89.0,2015-12-01,2015-12
Sydney,December,2015,73,Low,55.0,30.0,8.27,67,95.0,2015-12-01,2015-12
Stockholm,December,2015,60,Very High,67.0,72.0,9.56,78,70.0,2015-12-01,2015-12
Lisbon,December,2015,75,Medium,41.0,77.0,9.05,88,74.0,2015-12-01,2015-12
Copenhagen,December,2015,72,Very High,15.0,76.0,7.64,128,89.0,2015-12-01,2015-12
San Francisco,December,2015,71,Medium,81.0,94.0,8.38,108,79.0,2015-12-01,2015-12
Tokyo,December,2015,82,Very High,79.0,133.0,8.76,128,76.0,2015-12-01,2015-12
Auckland,December,2015,49,Medium,13.0,81.0,8.87,85,92.0,2015-12-01,2015-12
New York,December,2015,58,Medium,38.0,100.0,8.29,73,86.0,2015-12-01,2015-12
Vienna,December,2015,45,Low,78.0,104.0,8.24,124,83.0,2015-12-01,2015-12
Dublin,January,2016,47,Medium,63.0,43.0,9.39,50,74.0,2016-01-01,2016-01
Sydney,January,2016,79,High,37.0,94.0,6.51,121,88.0,2016-01-01,2016-01
Toronto,January,2016,48,Low,80.0,148.0,8.78,113,87.0,2016-01-01,2016-01
Warsaw,January,2016,56,Low,64.0,112.0,8.59,59,73.0,2016-01-01,2016-01
Zurich,January,2016,57,High,50.0,144.0,7.57,82,65.0,2016-01-01,2016-01
Copenhagen,January,2016,71,High,40.0,105.0,6.16,91,67.0,2016-01-01,2016-01
Rome,January,2016,71,Low,15.0,65.0,6.54,95,69.0,2016-01-01,2016-01
San Francisco,January,2016,63,Very High,85.0,35.0,10.0,103,63.0,2016-01-01,2016-01
Zurich,January,2016,52,Medium,66.0,68.0,8.63,76,79.0,2016-01-01,2016-01
Berlin,January,2016,56,High,31.0,47.0,8.57,122,69.0,2016-01-01,2016-01
Paris,January,2016,84,High,66.0,102.0,8.73,120,67.0,2016-01-01,2016-01
Prague,January,2016,73,Medium,16.0,128.0,6.5,113,74.0,2016-01-01,2016-01
Melbourne,January,2016,45,High,70.0,99.0,10.0,112,73.0,2016-01-01,2016-01
London,January,2016,58,Very High,47.0,131.0,7.57,60,100.0,2016-01-01,2016-01
Stockholm,January,2016,69,High,30.0,56.0,8.76,87,88.0,2016-01-01,2016-01
Vienna,January,2016,48,Medium,65.0,67.0,8.53,62,85.0,2016-01-01,2016-01
Montreal,January,2016,55,Medium,52.0,119.0,6.92,85,91.0,2016-01-01,2016-01
Tokyo,January,2016,47,Very High,35.0,135.0,7.03,128,78.0,2016-01-01,2016-01
New York,January,2016,59,Low,62.0,89.0,9.03,124,85.0,2016-01-01,2016-01
Oslo,January,2016,59,High,27.0,106.0,7.23,103,61.0,2016-01-01,2016-01
Lisbon,January,2016,83,High,13.0,51.0,5.9,117,96.0,2016-01-01,2016-01
Auckland,January,2016,65,Low,43.0,106.0,6.28,115,96.0,2016-01-01,2016-01
Barcelona,January,2016,62,Medium,80.0,32.0,10.0,86,87.0,2016-01-01,2016-01
Helsinki,January,2016,69,Low,32.0,50.0,9.43,105,99.0,2016-01-01,2016-01
Stockholm,February,2016,69,Very High,33.0,97.0,7.26,81,92.0,2016-02-01,2016-02
Melbourne,February,2016,55,Low,54.0,126.0,7.32,62,96.0,2016-02-01,2016-02
Helsinki,February,2016,79,High,62.0,125.0,8.67,106,62.0,2016-02-01,2016-02
Vienna,February,2016,77,High,72.0,64.0,10.0,128,73.0,2016-02-01,2016-02
Berlin,February,2016,68,Medium,15.0,96.0,6.11,108,62.0,2016-02-01,2016-02
Auckland,February,2016,66,High,35.0,38.0,9.16,65,79.0,2016-02-01,2016-02
Copenhagen,February,2016,84,Medium,72.0,85.0,9.06,99,89.0,2016-02-01,2016-02
Tokyo,February,2016,51,Very High,13.0,93.0,5.66,104,82.0,2016-02-01,2016-02
Rome,February,2016,57,Very High,64.0,73.0,9.78,66,87.0,2016-02-01,2016-02
London,February,2016,95,High,85.0,37.0,8.88,75,94.0,2016-02-01,2016-02
Lisbon,February,2016,54,Very High,54.0,51.0,10.0,72,65.0,2016-02-01,2016-02
Sydney,February,2016,72,Low,48.0,76.0,7.93,54,85.0,2016-02-01,2016-02
Zurich,February,2016,52,High,56.0,140.0,6.66,84,61.0,2016-02-01,2016-02
Toronto,February,2016,66,High,60.0,67.0,10.0,79,60.0,2016-02-01,2016-02
Warsaw,February,2016,65,Medium,78.0,55.0,9.41,62,66.0,2016-02-01,2016-02
Dublin,February,2016,49,High,61.0,30.0,10.0,121,78.0,2016-02-01,2016-02
Oslo,February,2016,76,High,85.0,79.0,8.16,118,81.0,2016-02-01,2016-02
Barcelona,February,2016,70,Low,55.0,80.0,9.48,81,74.0,2016-02-01,2016-02
Prague,February,2016,72,Low,27.0,103.0,5.95,97,71.0,2016-02-01,2016-02
San Francisco,February,2016,52,Medium,14.0,144.0,6.14,81,67.0,2016-02-01,2016-02
Montreal,February,2016,49,Low,13.0,83.0,6.27,111,64.0,2016-02-01,2016-02
Paris,February,2016,53,Low,65.0,122.0,8.31,109,73.0,2016-02-01,2016-02
Melbourne,March,2016,73,High,36.0,67.0,8.68,67,73.0,2016-03-01,2016-03
London,March,2016,63,Low,39.0,111.0,8.42,114,73.0,2016-03-01,2016-03
Tokyo,March,2016,76,Medium,28.0,63.0,6.68,109,62.0,2016-03-01,2016-03
Dublin,March,2016,80,Very High,38.0,122.0,5.24,75,76.0,2016-03-01,2016-03
Barcelona,March,2016,95,High,61.0,100.0,7.08,60,87.0,2016-03-01,2016-03
Rome,March,2016,49,Low,13.0,103.0,7.49,81,97.0,2016-03-01,2016-03
Copenhagen,March,2016,55,Low,27.0,89.0,8.53,78,98.0,2016-03-01,2016-03
Oslo,March,2016,80,Low,46.0,116.0,6.13,95,92.0,2016-03-01,2016-03
Paris,March,2016,58,Low,47.0,132.0,7.06,56,62.0,2016-03-01,2016-03
San Francisco,March,2016,85,Low,63.0,35.0,9.38,125,85.0,2016-03-01,2016-03
Vienna,March,2016,57,Low,15.0,98.0,8.03,121,75.0,2016-03-01,2016-03
Toronto,March,2016,80,Medium,27.0,102.0,5.61,66,66.0,2016-03-01,2016-03
Auckland,March,2016,81,Medium,58.0,145.0,6.78,120,79.0,2016-03-01,2016-03
Sydney,March,2016,62,Very High,43.0,73.0,9.84,121,93.0,2016-03-01,2016-03
Lisbon,March,2016,80,Low,10.0,74.0,7.14,77,84.0,2016-03-01,2016-03
